Java HotSpot(TM) 64-Bit Server VM (25.271-b09) for bsd-amd64 JRE (1.8.0_271-b09), built on Sep 16 2020 16:54:38 by "java_re" with gcc 4.2.1 Compatible Apple LLVM 10.0.0 (clang-1000.11.45.5)
Memory: 4k page, physical 16777216k(1085632k free)

/proc/meminfo:

CommandLine flags: -XX:InitialHeapSize=8589934592 -XX:MaxHeapSize=8589934592 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseParallelGC 
2021-01-19T13:38:15.485-0800: 1.244: [GC (Allocation Failure) [PSYoungGen: 2097664K->333278K(2446848K)] 2097664K->333286K(8039424K), 0.1553360 secs] [Times: user=0.17 sys=0.36, real=0.16 secs] 
2021-01-19T13:47:06.735-0800: 532.500: [GC (Allocation Failure) [PSYoungGen: 2433826K->333025K(2447360K)] 3255208K->1195513K(8039936K), 0.0727813 secs] [Times: user=0.19 sys=0.12, real=0.07 secs] 
2021-01-19T13:47:07.080-0800: 532.845: [GC (Allocation Failure) [PSYoungGen: 2434785K->338920K(2440704K)] 3297273K->1246548K(8033280K), 0.0683851 secs] [Times: user=0.20 sys=0.15, real=0.06 secs] 
2021-01-19T13:47:07.414-0800: 533.179: [GC (Allocation Failure) [PSYoungGen: 2440680K->324395K(2447872K)] 3348308K->1276743K(8040448K), 0.0692699 secs] [Times: user=0.17 sys=0.11, real=0.07 secs] 
2021-01-19T13:47:07.753-0800: 533.518: [GC (Allocation Failure) [PSYoungGen: 2422059K->327967K(2445824K)] 3374407K->1325456K(8038400K), 0.0744693 secs] [Times: user=0.17 sys=0.12, real=0.07 secs] 
2021-01-19T13:47:08.135-0800: 533.900: [GC (Allocation Failure) [PSYoungGen: 2425631K->335367K(2446336K)] 3423120K->1370605K(8038912K), 0.0613584 secs] [Times: user=0.20 sys=0.11, real=0.06 secs] 
2021-01-19T13:47:08.488-0800: 534.253: [GC (Allocation Failure) [PSYoungGen: 2435079K->322710K(2447872K)] 3470317K->1396188K(8040448K), 0.0698068 secs] [Times: user=0.15 sys=0.06, real=0.07 secs] 
2021-01-19T13:47:08.854-0800: 534.619: [GC (Allocation Failure) [PSYoungGen: 2422422K->321222K(2450432K)] 3495900K->1441990K(8043008K), 0.0510263 secs] [Times: user=0.23 sys=0.02, real=0.05 secs] 
2021-01-19T13:47:09.196-0800: 534.961: [GC (Allocation Failure) [PSYoungGen: 2425030K->314659K(2449408K)] 3545798K->1474819K(8041984K), 0.0429924 secs] [Times: user=0.26 sys=0.00, real=0.04 secs] 
2021-01-19T13:47:09.520-0800: 535.285: [GC (Allocation Failure) [PSYoungGen: 2418467K->319016K(2451456K)] 3578627K->1526672K(8044032K), 0.0434545 secs] [Times: user=0.30 sys=0.01, real=0.04 secs] 
2021-01-19T13:47:09.846-0800: 535.612: [GC (Allocation Failure) [PSYoungGen: 2424872K->323432K(2450432K)] 3632528K->1572394K(8043008K), 0.0494583 secs] [Times: user=0.17 sys=0.12, real=0.05 secs] 
2021-01-19T13:47:10.174-0800: 535.939: [GC (Allocation Failure) [PSYoungGen: 2429288K->317961K(2454016K)] 3678250K->1610868K(8046592K), 0.0522846 secs] [Times: user=0.16 sys=0.12, real=0.05 secs] 
2021-01-19T13:47:10.535-0800: 536.300: [GC (Allocation Failure) [PSYoungGen: 2429449K->329137K(2453504K)] 3722356K->1669651K(8046080K), 0.0598207 secs] [Times: user=0.17 sys=0.14, real=0.06 secs] 
2021-01-19T13:47:10.868-0800: 536.634: [GC (Allocation Failure) [PSYoungGen: 2440625K->323031K(2455552K)] 3781139K->1704685K(8048128K), 0.0565634 secs] [Times: user=0.17 sys=0.11, real=0.06 secs] 
2021-01-19T13:47:11.204-0800: 536.969: [GC (Allocation Failure) [PSYoungGen: 2436567K->327255K(2454016K)] 3818221K->1747823K(8046592K), 0.0567681 secs] [Times: user=0.16 sys=0.10, real=0.06 secs] 
2021-01-19T13:47:11.548-0800: 537.314: [GC (Allocation Failure) [PSYoungGen: 2440791K->326068K(2456576K)] 3861359K->1790452K(8049152K), 0.0484507 secs] [Times: user=0.20 sys=0.13, real=0.05 secs] 
2021-01-19T13:47:11.874-0800: 537.639: [GC (Allocation Failure) [PSYoungGen: 2442676K->339308K(2456064K)] 3907060K->1845317K(8048640K), 0.0499528 secs] [Times: user=0.23 sys=0.08, real=0.05 secs] 
2021-01-19T13:47:12.210-0800: 537.976: [GC (Allocation Failure) [PSYoungGen: 2455916K->318732K(2449920K)] 3961925K->1867805K(8042496K), 0.0485039 secs] [Times: user=0.17 sys=0.14, real=0.04 secs] 
2021-01-19T13:47:12.530-0800: 538.295: [GC (Allocation Failure) [PSYoungGen: 2428684K->336045K(2446336K)] 3977757K->1926423K(8038912K), 0.0498266 secs] [Times: user=0.17 sys=0.15, real=0.05 secs] 
2021-01-19T13:47:12.847-0800: 538.612: [GC (Allocation Failure) [PSYoungGen: 2445997K->343197K(2441728K)] 4036375K->1971872K(8034304K), 0.0672914 secs] [Times: user=0.20 sys=0.11, real=0.07 secs] 
2021-01-19T13:47:13.182-0800: 538.947: [GC (Allocation Failure) [PSYoungGen: 2439837K->342980K(2439680K)] 4068512K->2020324K(8032256K), 0.0721038 secs] [Times: user=0.19 sys=0.14, real=0.07 secs] 
2021-01-19T13:47:13.513-0800: 539.278: [GC (Allocation Failure) [PSYoungGen: 2439620K->320691K(2443776K)] 4116964K->2048286K(8036352K), 0.0653679 secs] [Times: user=0.18 sys=0.16, real=0.06 secs] 
2021-01-19T13:47:13.833-0800: 539.598: [GC (Allocation Failure) [PSYoungGen: 2411699K->326832K(2443264K)] 4139294K->2099233K(8035840K), 0.0626144 secs] [Times: user=0.19 sys=0.14, real=0.06 secs] 
2021-01-19T13:47:14.189-0800: 539.954: [GC (Allocation Failure) [PSYoungGen: 2417840K->318675K(2446336K)] 4190241K->2130159K(8038912K), 0.0620545 secs] [Times: user=0.18 sys=0.13, real=0.07 secs] 
2021-01-19T13:47:14.524-0800: 540.290: [GC (Allocation Failure) [PSYoungGen: 2414803K->315952K(2445824K)] 4226287K->2171130K(8038400K), 0.0625198 secs] [Times: user=0.18 sys=0.14, real=0.06 secs] 
2021-01-19T13:47:14.862-0800: 540.627: [GC (Allocation Failure) [PSYoungGen: 2412080K->313263K(2446848K)] 4267258K->2207172K(8039424K), 0.0538385 secs] [Times: user=0.26 sys=0.04, real=0.05 secs] 
2021-01-19T13:47:15.193-0800: 540.958: [GC (Allocation Failure) [PSYoungGen: 2410927K->333757K(2431488K)] 4304836K->2271710K(8024064K), 0.0726068 secs] [Times: user=0.20 sys=0.12, real=0.07 secs] 
2021-01-19T13:47:15.596-0800: 541.361: [GC (Allocation Failure) [PSYoungGen: 2431421K->328282K(2447360K)] 4369374K->2311251K(8039936K), 0.0606848 secs] [Times: user=0.18 sys=0.10, real=0.06 secs] 
2021-01-19T13:47:15.981-0800: 541.747: [GC (Allocation Failure) [PSYoungGen: 2425434K->319985K(2445824K)] 4408403K->2345675K(8038400K), 0.0843098 secs] [Times: user=0.18 sys=0.09, real=0.08 secs] 
2021-01-19T13:47:16.387-0800: 542.152: [GC (Allocation Failure) [PSYoungGen: 2417137K->323905K(2450432K)] 4442827K->2395032K(8043008K), 0.0729537 secs] [Times: user=0.17 sys=0.08, real=0.08 secs] 
2021-01-19T13:47:16.844-0800: 542.609: [GC (Allocation Failure) [PSYoungGen: 2426689K->317652K(2448384K)] 4497816K->2436908K(8040960K), 0.0792843 secs] [Times: user=0.18 sys=0.07, real=0.08 secs] 
2021-01-19T13:47:17.289-0800: 543.054: [GC (Allocation Failure) [PSYoungGen: 2420436K->318114K(2451968K)] 4539692K->2481838K(8044544K), 0.0731532 secs] [Times: user=0.16 sys=0.09, real=0.08 secs] 
2021-01-19T13:47:17.684-0800: 543.449: [GC (Allocation Failure) [PSYoungGen: 2424994K->322511K(2450944K)] 4588718K->2534917K(8043520K), 0.0554092 secs] [Times: user=0.18 sys=0.11, real=0.05 secs] 
2021-01-19T13:47:18.039-0800: 543.804: [GC (Allocation Failure) [PSYoungGen: 2429391K->329532K(2452992K)] 4641797K->2585515K(8045568K), 0.0727619 secs] [Times: user=0.17 sys=0.12, real=0.08 secs] 
2021-01-19T13:47:18.395-0800: 544.161: [GC (Allocation Failure) [PSYoungGen: 2440508K->316452K(2453504K)] 4696491K->2610768K(8046080K), 0.0495038 secs] [Times: user=0.17 sys=0.10, real=0.05 secs] 
2021-01-19T13:47:18.702-0800: 544.467: [GC (Allocation Failure) [PSYoungGen: 2427428K->320473K(2455040K)] 4721744K->2653370K(8047616K), 0.0575587 secs] [Times: user=0.18 sys=0.09, real=0.06 secs] 
2021-01-19T13:47:19.049-0800: 544.815: [GC (Allocation Failure) [PSYoungGen: 2433497K->327361K(2454016K)] 4766394K->2714580K(8046592K), 0.0644796 secs] [Times: user=0.17 sys=0.12, real=0.07 secs] 
2021-01-19T13:47:19.388-0800: 545.153: [GC (Allocation Failure) [PSYoungGen: 2440385K->324359K(2457088K)] 4827604K->2757026K(8049664K), 0.0550725 secs] [Times: user=0.18 sys=0.08, real=0.06 secs] 
2021-01-19T13:47:19.739-0800: 545.505: [GC (Allocation Failure) [PSYoungGen: 2440967K->309005K(2455552K)] 4873634K->2786902K(8048128K), 0.0633223 secs] [Times: user=0.17 sys=0.11, real=0.07 secs] 
2021-01-19T13:47:20.102-0800: 545.867: [GC (Allocation Failure) [PSYoungGen: 2425613K->325856K(2456064K)] 4903510K->2844198K(8048640K), 0.0585829 secs] [Times: user=0.19 sys=0.10, real=0.06 secs] 
2021-01-19T13:47:20.436-0800: 546.202: [GC (Allocation Failure) [PSYoungGen: 2441952K->319667K(2456064K)] 4960294K->2881305K(8048640K), 0.0602289 secs] [Times: user=0.20 sys=0.07, real=0.06 secs] 
2021-01-19T13:47:20.774-0800: 546.539: [GC (Allocation Failure) [PSYoungGen: 2435763K->311720K(2456576K)] 4997401K->2911696K(8049152K), 0.0516456 secs] [Times: user=0.22 sys=0.07, real=0.05 secs] 
2021-01-19T13:47:21.104-0800: 546.870: [GC (Allocation Failure) [PSYoungGen: 2429864K->330958K(2449408K)] 5029840K->2976682K(8041984K), 0.0728720 secs] [Times: user=0.20 sys=0.15, real=0.07 secs] 
2021-01-19T13:47:21.442-0800: 547.207: [GC (Allocation Failure) [PSYoungGen: 2449102K->316516K(2456064K)] 5094826K->3011090K(8048640K), 0.0779107 secs] [Times: user=0.18 sys=0.13, real=0.08 secs] 
2021-01-19T13:47:21.812-0800: 547.578: [GC (Allocation Failure) [PSYoungGen: 2432100K->334839K(2450432K)] 5126674K->3071297K(8043008K), 0.0624821 secs] [Times: user=0.24 sys=0.10, real=0.06 secs] 
2021-01-19T13:47:22.164-0800: 547.930: [GC (Allocation Failure) [PSYoungGen: 2450423K->320398K(2454528K)] 5186881K->3103891K(8047104K), 0.0756323 secs] [Times: user=0.18 sys=0.14, real=0.08 secs] 
2021-01-19T13:47:22.547-0800: 548.312: [GC (Allocation Failure) [PSYoungGen: 2431886K->322624K(2452992K)] 5215379K->3151669K(8045568K), 0.0802471 secs] [Times: user=0.19 sys=0.12, real=0.08 secs] 
2021-01-19T13:47:22.904-0800: 548.669: [GC (Allocation Failure) [PSYoungGen: 2434112K->318632K(2457600K)] 5263157K->3196892K(8050176K), 0.0830775 secs] [Times: user=0.18 sys=0.17, real=0.08 secs] 
2021-01-19T13:47:23.271-0800: 549.036: [GC (Allocation Failure) [PSYoungGen: 2436776K->317468K(2456576K)] 5315036K->3238061K(8049152K), 0.0690468 secs] [Times: user=0.17 sys=0.08, real=0.07 secs] 
2021-01-19T13:47:23.622-0800: 549.387: [GC (Allocation Failure) [PSYoungGen: 2435612K->319993K(2459648K)] 5356205K->3284132K(8052224K), 0.0806108 secs] [Times: user=0.18 sys=0.09, real=0.08 secs] 
2021-01-19T13:47:23.999-0800: 549.765: [GC (Allocation Failure) [PSYoungGen: 2441721K->328812K(2458112K)] 5405860K->3343612K(8050688K), 0.0872954 secs] [Times: user=0.19 sys=0.13, real=0.09 secs] 
2021-01-19T13:47:24.379-0800: 550.145: [GC (Allocation Failure) [PSYoungGen: 2450540K->322332K(2459648K)] 5465340K->3382145K(8052224K), 0.0720200 secs] [Times: user=0.19 sys=0.15, real=0.08 secs] 
2021-01-19T13:47:24.732-0800: 550.498: [GC (Allocation Failure) [PSYoungGen: 2444060K->320440K(2458112K)] 5503873K->3429653K(8050688K), 0.0728241 secs] [Times: user=0.19 sys=0.18, real=0.07 secs] 
2021-01-19T13:47:25.078-0800: 550.843: [GC (Allocation Failure) [PSYoungGen: 2442168K->335357K(2421760K)] 5551381K->3487211K(8014336K), 0.0823239 secs] [Times: user=0.20 sys=0.13, real=0.09 secs] 
2021-01-19T13:47:25.494-0800: 551.259: [GC (Allocation Failure) [PSYoungGen: 2421757K->310343K(2441216K)] 5573611K->3509858K(8033792K), 0.0625541 secs] [Times: user=0.18 sys=0.15, real=0.06 secs] 
2021-01-19T13:47:25.841-0800: 551.607: [GC (Allocation Failure) [PSYoungGen: 2396743K->309735K(2441216K)] 5596258K->3550849K(8033792K), 0.0616846 secs] [Times: user=0.20 sys=0.07, real=0.06 secs] 
2021-01-19T13:47:26.193-0800: 551.958: [GC (Allocation Failure) [PSYoungGen: 2396135K->321847K(2441216K)] 5637249K->3606960K(8033792K), 0.0517891 secs] [Times: user=0.26 sys=0.01, real=0.05 secs] 
2021-01-19T13:47:26.538-0800: 552.304: [GC (Allocation Failure) [PSYoungGen: 2408247K->331144K(2443776K)] 5693360K->3662215K(8036352K), 0.0542428 secs] [Times: user=0.26 sys=0.00, real=0.06 secs] 
2021-01-19T13:47:26.897-0800: 552.662: [GC (Allocation Failure) [PSYoungGen: 2422664K->326111K(2443776K)] 5753735K->3701224K(8036352K), 0.0520754 secs] [Times: user=0.30 sys=0.01, real=0.05 secs] 
2021-01-19T13:47:27.222-0800: 552.987: [GC (Allocation Failure) [PSYoungGen: 2417631K->330620K(2446848K)] 5792744K->3752161K(8039424K), 0.0535386 secs] [Times: user=0.30 sys=0.01, real=0.05 secs] 
2021-01-19T13:47:27.567-0800: 553.332: [GC (Allocation Failure) [PSYoungGen: 2427772K->323391K(2446336K)] 5849313K->3791405K(8038912K), 0.0507916 secs] [Times: user=0.31 sys=0.00, real=0.05 secs] 
2021-01-19T13:47:27.911-0800: 553.676: [GC (Allocation Failure) [PSYoungGen: 2420543K->306149K(2446336K)] 5888557K->3818354K(8038912K), 0.0517744 secs] [Times: user=0.26 sys=0.00, real=0.05 secs] 
2021-01-19T13:47:28.258-0800: 554.023: [GC (Allocation Failure) [PSYoungGen: 2404837K->333899K(2433024K)] 5917042K->3884034K(8025600K), 0.0503461 secs] [Times: user=0.32 sys=0.00, real=0.05 secs] 
2021-01-19T13:47:28.586-0800: 554.351: [GC (Allocation Failure) [PSYoungGen: 2432587K->340539K(2439168K)] 5982722K->3937355K(8031744K), 0.0541829 secs] [Times: user=0.31 sys=0.00, real=0.06 secs] 
2021-01-19T13:47:28.920-0800: 554.686: [GC (Allocation Failure) [PSYoungGen: 2430011K->330500K(2442752K)] 6026827K->3969926K(8035328K), 0.0506049 secs] [Times: user=0.35 sys=0.01, real=0.05 secs] 
2021-01-19T13:47:29.248-0800: 555.013: [GC (Allocation Failure) [PSYoungGen: 2419972K->307859K(2442752K)] 6059398K->4001061K(8035328K), 0.0490968 secs] [Times: user=0.31 sys=0.00, real=0.05 secs] 
2021-01-19T13:47:29.566-0800: 555.331: [GC (Allocation Failure) [PSYoungGen: 2398355K->325350K(2443264K)] 6091557K->4065257K(8035840K), 0.0530248 secs] [Times: user=0.34 sys=0.00, real=0.05 secs] 
2021-01-19T13:47:29.899-0800: 555.665: [GC (Allocation Failure) [PSYoungGen: 2415846K->325289K(2447872K)] 6155753K->4108311K(8040448K), 0.0503411 secs] [Times: user=0.36 sys=0.01, real=0.06 secs] 
2021-01-19T13:47:30.262-0800: 556.028: [GC (Allocation Failure) [PSYoungGen: 2422953K->320334K(2445824K)] 6205975K->4145478K(8038400K), 0.0493415 secs] [Times: user=0.35 sys=0.01, real=0.05 secs] 
2021-01-19T13:47:30.589-0800: 556.355: [GC (Allocation Failure) [PSYoungGen: 2417998K->325585K(2451456K)] 6243142K->4196860K(8044032K), 0.0522712 secs] [Times: user=0.30 sys=0.00, real=0.06 secs] 
2021-01-19T13:47:30.923-0800: 556.688: [GC (Allocation Failure) [PSYoungGen: 2430417K->327517K(2449408K)] 6301692K->4246807K(8041984K), 0.0548539 secs] [Times: user=0.35 sys=0.00, real=0.05 secs] 
2021-01-19T13:47:31.271-0800: 557.036: [GC (Allocation Failure) [PSYoungGen: 2432349K->328875K(2452480K)] 6351639K->4297793K(8045056K), 0.0558476 secs] [Times: user=0.27 sys=0.00, real=0.05 secs] 
2021-01-19T13:47:31.633-0800: 557.399: [GC (Allocation Failure) [PSYoungGen: 2437291K->312858K(2451968K)] 6406209K->4326744K(8044544K), 0.0540854 secs] [Times: user=0.31 sys=0.00, real=0.06 secs] 
2021-01-19T13:47:31.972-0800: 557.738: [GC (Allocation Failure) [PSYoungGen: 2421274K->336981K(2446848K)] 6435160K->4393784K(8039424K), 0.0585380 secs] [Times: user=0.31 sys=0.00, real=0.06 secs] 
2021-01-19T13:47:32.318-0800: 558.084: [GC (Allocation Failure) [PSYoungGen: 2439765K->319348K(2449408K)] 6496568K->4415616K(8041984K), 0.0533787 secs] [Times: user=0.29 sys=0.00, real=0.06 secs] 
2021-01-19T13:47:32.650-0800: 558.415: [GC (Allocation Failure) [PSYoungGen: 2422132K->338929K(2444288K)] 6518400K->4477402K(8036864K), 0.0578569 secs] [Times: user=0.34 sys=0.00, real=0.05 secs] 
2021-01-19T13:47:32.986-0800: 558.751: [GC (Allocation Failure) [PSYoungGen: 2437617K->311870K(2411008K)] 6576090K->4493182K(8003584K), 0.0503765 secs] [Times: user=0.33 sys=0.00, real=0.05 secs] 
2021-01-19T13:47:33.321-0800: 559.086: [GC (Allocation Failure) [PSYoungGen: 2410558K->319786K(2448896K)] 6591870K->4542318K(8041472K), 0.0541142 secs] [Times: user=0.28 sys=0.01, real=0.05 secs] 
2021-01-19T13:47:33.659-0800: 559.424: [GC (Allocation Failure) [PSYoungGen: 2419498K->316330K(2446848K)] 6642030K->4586229K(8039424K), 0.0541960 secs] [Times: user=0.31 sys=0.01, real=0.06 secs] 
2021-01-19T13:47:34.017-0800: 559.782: [GC (Allocation Failure) [PSYoungGen: 2416042K->320498K(2451456K)] 6685941K->4637484K(8044032K), 0.0572366 secs] [Times: user=0.27 sys=0.01, real=0.06 secs] 
2021-01-19T13:47:34.461-0800: 560.227: [GC (Allocation Failure) [PSYoungGen: 2425330K->329998K(2449408K)] 6742316K->4689858K(8041984K), 0.0561492 secs] [Times: user=0.35 sys=0.01, real=0.05 secs] 
2021-01-19T13:47:34.806-0800: 560.571: [GC (Allocation Failure) [PSYoungGen: 2434830K->328657K(2451456K)] 6794690K->4729926K(8044032K), 0.0540603 secs] [Times: user=0.27 sys=0.01, real=0.06 secs] 
2021-01-19T13:47:35.128-0800: 560.893: [GC (Allocation Failure) [PSYoungGen: 2435025K->324899K(2450944K)] 6836294K->4766719K(8043520K), 0.0521539 secs] [Times: user=0.28 sys=0.00, real=0.06 secs] 
2021-01-19T13:47:35.459-0800: 561.225: [GC (Allocation Failure) [PSYoungGen: 2431267K->334118K(2449920K)] 6873087K->4813055K(8042496K), 0.0584190 secs] [Times: user=0.23 sys=0.00, real=0.06 secs] 
2021-01-19T13:47:35.831-0800: 561.597: [GC (Allocation Failure) [PSYoungGen: 2440998K->325004K(2451456K)] 6919935K->4847960K(8044032K), 0.0664059 secs] [Times: user=0.21 sys=0.00, real=0.06 secs] 
2021-01-19T13:47:36.198-0800: 561.964: [GC (Allocation Failure) [PSYoungGen: 2431884K->332483K(2450944K)] 6954840K->4894179K(8043520K), 0.0554019 secs] [Times: user=0.29 sys=0.00, real=0.06 secs] 
2021-01-19T13:47:36.531-0800: 562.297: [GC (Allocation Failure) [PSYoungGen: 2440387K->335953K(2444288K)] 7002083K->4934960K(8036864K), 0.0551214 secs] [Times: user=0.34 sys=0.01, real=0.05 secs] 
2021-01-19T13:47:36.877-0800: 562.643: [GC (Allocation Failure) [PSYoungGen: 2443857K->313128K(2449408K)] 7042864K->4955475K(8041984K), 0.0521333 secs] [Times: user=0.35 sys=0.01, real=0.05 secs] 
2021-01-19T13:47:37.212-0800: 562.978: [GC (Allocation Failure) [PSYoungGen: 2416936K->324943K(2449920K)] 7059283K->5003978K(8042496K), 0.0519565 secs] [Times: user=0.36 sys=0.00, real=0.05 secs] 
2021-01-19T13:47:37.539-0800: 563.305: [GC (Allocation Failure) [PSYoungGen: 2428751K->325196K(2453504K)] 7107786K->5051700K(8046080K), 0.0537019 secs] [Times: user=0.37 sys=0.01, real=0.06 secs] 
2021-01-19T13:47:37.872-0800: 563.637: [GC (Allocation Failure) [PSYoungGen: 2434124K->328419K(2451456K)] 7160628K->5099560K(8044032K), 0.0597220 secs] [Times: user=0.31 sys=0.01, real=0.06 secs] 
2021-01-19T13:47:38.209-0800: 563.974: [GC (Allocation Failure) [PSYoungGen: 2437347K->331294K(2452992K)] 7208488K->5146629K(8045568K), 0.0600956 secs] [Times: user=0.30 sys=0.01, real=0.06 secs] 
2021-01-19T13:47:38.551-0800: 564.317: [GC (Allocation Failure) [PSYoungGen: 2442270K->333114K(2444288K)] 7257605K->5194394K(8036864K), 0.0530262 secs] [Times: user=0.37 sys=0.00, real=0.05 secs] 
2021-01-19T13:47:38.898-0800: 564.664: [GC (Allocation Failure) [PSYoungGen: 2444090K->335678K(2449408K)] 7305370K->5250346K(8041984K), 0.0497279 secs] [Times: user=0.34 sys=0.00, real=0.05 secs] 
2021-01-19T13:47:39.210-0800: 564.976: [GC (Allocation Failure) [PSYoungGen: 2441534K->322778K(2450944K)] 7356202K->5281768K(8043520K), 0.0545974 secs] [Times: user=0.38 sys=0.00, real=0.05 secs] 
2021-01-19T13:47:39.550-0800: 565.316: [GC (Allocation Failure) [PSYoungGen: 2428634K->343139K(2443776K)] 7387624K->5342178K(8036352K), 0.0566992 secs] [Times: user=0.40 sys=0.00, real=0.05 secs] 
2021-01-19T13:47:39.887-0800: 565.653: [GC (Allocation Failure) [PSYoungGen: 2442851K->327631K(2447872K)] 7441890K->5372739K(8040448K), 0.0533289 secs] [Times: user=0.36 sys=0.01, real=0.06 secs] 
2021-01-19T13:47:40.221-0800: 565.987: [GC (Allocation Failure) [PSYoungGen: 2427343K->332821K(2449920K)] 7472451K->5419712K(8042496K), 0.0543305 secs] [Times: user=0.35 sys=0.00, real=0.05 secs] 
2021-01-19T13:47:40.553-0800: 566.319: [GC (Allocation Failure) [PSYoungGen: 2436117K->318615K(2449408K)] 7523008K->5456894K(8041984K), 0.0537448 secs] [Times: user=0.38 sys=0.01, real=0.05 secs] 
2021-01-19T13:47:40.893-0800: 566.658: [GC (Allocation Failure) [PSYoungGen: 2421911K->318313K(2449920K)] 7560190K->5494627K(8042496K), 0.0535683 secs] [Times: user=0.39 sys=0.00, real=0.05 secs] 
2021-01-19T13:47:41.232-0800: 566.997: [GC (Allocation Failure) [PSYoungGen: 2421609K->329988K(2449408K)] 7597923K->5544885K(8041984K), 0.0537038 secs] [Times: user=0.37 sys=0.01, real=0.05 secs] 
2021-01-19T13:47:41.573-0800: 567.339: [GC (Allocation Failure) [PSYoungGen: 2433284K->331240K(2450944K)] 7648181K->5592234K(8043520K), 0.0537735 secs] [Times: user=0.28 sys=0.01, real=0.05 secs] 
2021-01-19T13:47:41.936-0800: 567.702: [GC (Allocation Failure) [PSYoungGen: 2436584K->327873K(2450432K)] 7697578K->5634107K(8043008K), 0.0503658 secs] [Times: user=0.31 sys=0.00, real=0.05 secs] 
2021-01-19T13:47:42.275-0800: 568.041: [GC (Allocation Failure) [PSYoungGen: 2433217K->332613K(2452480K)] 7739451K->5680215K(8045056K), 0.0533300 secs] [Times: user=0.38 sys=0.01, real=0.05 secs] 
2021-01-19T13:47:42.610-0800: 568.376: [GC (Allocation Failure) [PSYoungGen: 2441541K->321602K(2452480K)] 7789143K->5706205K(8045056K), 0.0525756 secs] [Times: user=0.37 sys=0.00, real=0.05 secs] 
2021-01-19T13:47:42.940-0800: 568.705: [GC (Allocation Failure) [PSYoungGen: 2430530K->324260K(2453504K)] 7815133K->5752014K(8046080K), 0.0550810 secs] [Times: user=0.40 sys=0.01, real=0.05 secs] 
2021-01-19T13:47:43.271-0800: 569.036: [GC (Allocation Failure) [PSYoungGen: 2434724K->335654K(2446336K)] 7862478K->5807110K(8038912K), 0.0549929 secs] [Times: user=0.40 sys=0.00, real=0.05 secs] 
2021-01-19T13:47:43.613-0800: 569.378: [GC (Allocation Failure) [PSYoungGen: 2446118K->317352K(2451968K)] 7917574K->5835287K(8044544K), 0.0535327 secs] [Times: user=0.40 sys=0.00, real=0.05 secs] 
2021-01-19T13:47:43.948-0800: 569.713: [GC (Allocation Failure) [PSYoungGen: 2425256K->333500K(2441728K)] 7943191K->5891840K(8034304K), 0.0569692 secs] [Times: user=0.37 sys=0.03, real=0.06 secs] 
2021-01-19T13:47:44.005-0800: 569.770: [Full GC (Ergonomics) [PSYoungGen: 333500K->0K(2441728K)] [ParOldGen: 5558339K->381960K(5592576K)] 5891840K->381960K(8034304K), [Metaspace: 2589K->2589K(1056768K)], 0.0900987 secs] [Times: user=0.39 sys=0.02, real=0.09 secs] 
2021-01-19T13:47:44.368-0800: 570.134: [GC (Allocation Failure) [PSYoungGen: 2107904K->336290K(2447872K)] 2489864K->718250K(8040448K), 0.0383018 secs] [Times: user=0.27 sys=0.01, real=0.04 secs] 
